,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
121,T1,08/12/2019,11:00,Konyaspor,Gaziantep,0,0,D,0,0,D,16,13,5,2,16,16,6,8,2,1,0,0
122,T1,08/12/2019,13:30,Antalyaspor,Trabzonspor,1,3,A,1,3,A,24,11,8,5,12,14,11,4,2,2,0,0
123,T1,08/12/2019,13:30,Denizlispor,Buyuksehyr,1,1,D,0,0,D,8,18,2,5,15,10,4,3,3,1,0,0
124,T1,08/12/2019,16:00,Kasimpasa,Besiktas,2,3,A,1,1,D,9,13,5,7,10,12,5,9,3,5,1,0
125,T1,09/12/2019,17:00,Kayserispor,Rizespor,1,0,H,1,0,H,17,19,7,7,8,6,3,11,2,3,0,0
126,T1,13/12/2019,17:30,Alanyaspor,Antalyaspor,0,0,D,0,0,D,15,8,1,1,22,19,6,3,3,3,0,0
127,T1,14/12/2019,12:00,Rizespor,Kasimpasa,0,3,A,0,2,A,16,9,4,4,16,19,7,5,5,6,1,0
128,T1,14/12/2019,14:00,Genclerbirligi,Goztep,3,1,H,2,1,H,8,11,5,1,17,11,2,4,3,1,0,0
129,T1,14/12/2019,17:00,Galatasaray,Ankaragucu,2,2,D,0,0,D,14,7,5,3,10,15,12,3,2,5,0,1
130,T1,15/12/2019,11:00,Gaziantep,Kayserispor,3,0,H,0,0,D,14,5,6,1,21,19,7,4,2,2,0,0
131,T1,15/12/2019,13:30,Sivasspor,Fenerbahce,3,1,H,1,0,H,14,9,3,4,19,12,5,7,4,3,0,2
132,T1,15/12/2019,16:00,Besiktas,Yeni Malatyaspor,0,2,A,0,0,D,12,4,1,3,11,12,4,0,6,3,1,0
133,T1,16/12/2019,17:00,Buyuksehyr,Konyaspor,1,1,D,1,0,H,19,6,6,2,14,10,9,0,0,3,0,0
134,T1,16/12/2019,17:00,Trabzonspor,Denizlispor,1,2,A,1,0,H,15,10,7,4,11,13,5,3,0,1,0,0
135,T1,20/12/2019,17:30,Antalyaspor,Ankaragucu,2,2,D,1,0,H,14,6,3,3,20,21,6,0,2,3,0,0
136,T1,21/12/2019,12:00,Yeni Malatyaspor,Rizespor,0,2,A,0,1,A,11,7,5,3,11,12,6,4,2,3,0,0
