,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
234,F1,29/01/06,Lille,Metz,3,1,H,1,0,H,10.0,8.0,5.0,5.0,0,0,0,0
235,F1,01/02/06,St Etienne,Toulouse,1,3,A,0,1,A,8.0,9.0,3.0,4.0,1,2,0,0
236,F1,04/02/06,Ajaccio,Auxerre,1,0,H,0,0,D,5.0,3.0,2.0,1.0,1,2,0,0
237,F1,04/02/06,Lens,Strasbourg,2,1,H,0,0,D,11.0,9.0,8.0,2.0,2,3,1,1
238,F1,04/02/06,Nice,Lille,2,0,H,2,0,H,3.0,6.0,2.0,2.0,1,3,0,0
239,F1,04/02/06,Paris SG,St Etienne,2,2,D,1,2,A,29.0,18.0,7.0,6.0,3,3,0,0
240,F1,04/02/06,Rennes,Monaco,1,3,A,1,0,H,9.0,10.0,6.0,6.0,1,1,0,0
241,F1,04/02/06,Sochaux,Le Mans,0,0,D,0,0,D,9.0,5.0,2.0,2.0,0,1,0,0
242,F1,04/02/06,Toulouse,Nantes,1,0,H,0,0,D,17.0,11.0,10.0,5.0,1,1,0,0
243,F1,05/02/06,Lyon,Bordeaux,0,0,D,0,0,D,12.0,4.0,3.0,0.0,0,3,0,0
244,F1,05/02/06,Troyes,Marseille,0,1,A,0,1,A,6.0,11.0,2.0,4.0,2,3,0,0
245,F1,08/02/06,Strasbourg,Paris SG,1,1,D,1,1,D,8.0,7.0,5.0,3.0,2,1,0,0
246,F1,11/02/06,Auxerre,Metz,1,1,D,0,0,D,9.0,6.0,6.0,1.0,0,4,0,0
247,F1,11/02/06,Bordeaux,Rennes,2,0,H,1,0,H,9.0,3.0,4.0,2.0,2,1,0,0
248,F1,11/02/06,Le Mans,Nice,2,0,H,0,0,D,9.0,7.0,7.0,0.0,1,3,0,0
249,F1,11/02/06,Lens,Lyon,1,1,D,0,0,D,11.0,10.0,3.0,3.0,1,2,0,0
250,F1,11/02/06,Monaco,Troyes,1,1,D,1,0,H,16.0,7.0,6.0,5.0,0,3,1,0
251,F1,11/02/06,Nancy,St Etienne,2,0,H,2,0,H,3.0,4.0,2.0,0.0,0,1,0,0
252,F1,11/02/06,Nantes,Sochaux,3,1,H,1,1,D,9.0,7.0,5.0,1.0,1,2,0,0
253,F1,11/02/06,Strasbourg,Ajaccio,2,2,D,1,0,H,6.0,6.0,3.0,3.0,1,1,0,0
254,F1,12/02/06,Lille,Paris SG,0,0,D,0,0,D,9.0,5.0,4.0,2.0,3,2,0,0
255,F1,12/02/06,Marseille,Toulouse,0,0,D,0,0,D,16.0,6.0,6.0,4.0,0,3,0,0
256,F1,14/02/06,Nantes,Troyes,1,1,D,0,0,D,15.0,6.0,8.0,1.0,1,3,1,1
257,F1,14/02/06,St Etienne,Nice,0,1,A,0,1,A,9.0,7.0,4.0,4.0,1,2,0,0
258,F1,17/02/06,Lyon,Nantes,3,1,H,2,0,H,13.0,7.0,6.0,2.0,1,2,0,0
259,F1,18/02/06,Ajaccio,Bordeaux,0,2,A,0,1,A,8.0,9.0,2.0,5.0,0,0,0,0
260,F1,18/02/06,Nice,Monaco,2,0,H,1,0,H,16.0,12.0,9.0,7.0,1,5,0,0
261,F1,18/02/06,Paris SG,Le Mans,0,1,A,0,1,A,15.0,8.0,10.0,4.0,2,2,0,0
262,F1,18/02/06,Rennes,Lens,4,1,H,2,0,H,12.0,5.0,4.0,1.0,1,2,0,0
263,F1,18/02/06,Sochaux,Auxerre,1,0,H,1,0,H,6.0,13.0,4.0,4.0,2,1,0,0
264,F1,18/02/06,St Etienne,Lille,0,2,A,0,1,A,11.0,5.0,4.0,2.0,2,1,0,0
265,F1,18/02/06,Toulouse,Strasbourg,1,2,A,0,1,A,9.0,12.0,3.0,4.0,2,1,0,0
266,F1,18/02/06,Troyes,Nancy,0,1,A,0,0,D,7.0,4.0,3.0,3.0,1,2,0,0
267,F1,19/02/06,Metz,Marseille,1,0,H,0,0,D,9.0,5.0,3.0,1.0,3,1,0,0
268,F1,25/02/06,Auxerre,Toulouse,2,0,H,1,0,H,13.0,5.0,7.0,1.0,0,2,0,0
269,F1,25/02/06,Bordeaux,Metz,3,3,D,2,3,A,9.0,6.0,6.0,4.0,1,4,1,0
270,F1,25/02/06,Le Mans,St Etienne,0,1,A,0,0,D,10.0,8.0,4.0,5.0,1,2,0,0
271,F1,25/02/06,Lyon,Rennes,1,4,A,1,2,A,9.0,7.0,4.0,6.0,1,2,0,0
272,F1,25/02/06,Nancy,Sochaux,0,3,A,0,2,A,16.0,5.0,9.0,3.0,0,1,1,0
273,F1,25/02/06,Nantes,Paris SG,0,0,D,0,0,D,8.0,10.0,2.0,5.0,1,3,0,1
274,F1,26/02/06,Lens,Ajaccio,1,0,H,1,0,H,5.0,3.0,3.0,2.0,2,3,0,0
275,F1,26/02/06,Marseille,Nice,1,0,H,0,0,D,13.0,5.0,2.0,0.0,1,1,1,0
276,F1,26/02/06,Monaco,Lille,0,1,A,0,0,D,13.0,12.0,3.0,3.0,1,3,0,1
277,F1,26/02/06,Strasbourg,Troyes,2,0,H,1,0,H,13.0,5.0,5.0,3.0,0,2,0,0
278,F1,04/03/06,Ajaccio,Lyon,1,3,A,0,0,D,5.0,8.0,3.0,4.0,1,3,0,0
279,F1,04/03/06,Lille,Le Mans,4,0,H,2,0,H,8.0,8.0,6.0,3.0,1,2,0,0
280,F1,04/03/06,Metz,Monaco,2,1,H,0,1,A,8.0,8.0,3.0,2.0,0,1,0,0
281,F1,04/03/06,Nice,Lens,0,0,D,0,0,D,13.0,6.0,6.0,2.0,2,4,0,1
282,F1,04/03/06,Rennes,Strasbourg,2,1,H,0,0,D,11.0,5.0,6.0,1.0,0,0,0,0
283,F1,04/03/06,Toulouse,Nancy,1,1,D,0,0,D,9.0,5.0,6.0,1.0,1,2,0,0
284,F1,05/03/06,Paris SG,Marseille,0,0,D,0,0,D,10.0,3.0,3.0,2.0,0,2,0,0
285,F1,05/03/06,St Etienne,Nantes,1,0,H,0,0,D,28.0,5.0,12.0,1.0,0,1,0,0
286,F1,05/03/06,Troyes,Auxerre,1,1,D,1,0,H,10.0,4.0,6.0,4.0,3,2,0,0
287,F1,07/03/06,Metz,Nancy,0,0,D,0,0,D,6.0,6.0,3.0,5.0,1,0,0,0
288,F1,11/03/06,Auxerre,Nice,2,0,H,0,0,D,13.0,4.0,5.0,1.0,1,4,0,0
289,F1,11/03/06,Bordeaux,Toulouse,2,0,H,0,0,D,11.0,3.0,3.0,0.0,1,1,0,0
290,F1,11/03/06,Lens,Troyes,1,0,H,1,0,H,19.0,1.0,10.0,0.0,1,0,0,1
291,F1,11/03/06,Lyon,Metz,4,0,H,3,0,H,15.0,2.0,10.0,2.0,0,0,0,0
292,F1,11/03/06,Monaco,Sochaux,4,1,H,2,0,H,12.0,9.0,3.0,1.0,1,2,0,0
293,F1,11/03/06,Nancy,Paris SG,1,1,D,1,0,H,8.0,6.0,2.0,3.0,2,1,0,0
294,F1,11/03/06,Rennes,Ajaccio,3,0,H,0,0,D,19.0,8.0,13.0,1.0,2,4,0,0
295,F1,12/03/06,Marseille,St Etienne,2,0,H,2,0,H,18.0,11.0,7.0,4.0,1,1,0,0
296,F1,12/03/06,Nantes,Lille,1,1,D,1,0,H,10.0,6.0,4.0,4.0,4,3,0,0
297,F1,12/03/06,Strasbourg,Le Mans,1,2,A,1,0,H,6.0,11.0,1.0,6.0,3,4,0,0
298,F1,18/03/06,Ajaccio,Monaco,1,0,H,1,0,H,10.0,12.0,2.0,2.0,2,1,0,0
299,F1,18/03/06,Le Mans,Nantes,0,0,D,0,0,D,14.0,9.0,5.0,2.0,1,2,0,0
300,F1,18/03/06,Metz,Rennes,0,1,A,0,1,A,13.0,13.0,4.0,4.0,2,3,1,0
301,F1,18/03/06,Nice,Nancy,1,0,H,0,0,D,10.0,7.0,5.0,1.0,1,4,0,1
302,F1,18/03/06,Sochaux,Lyon,0,4,A,0,2,A,6.0,15.0,1.0,9.0,0,2,0,0
303,F1,18/03/06,Toulouse,Lens,1,1,D,1,0,H,14.0,4.0,6.0,3.0,2,0,0,0
304,F1,18/03/06,Troyes,Bordeaux,1,1,D,1,1,D,11.0,7.0,7.0,4.0,1,4,0,0
305,F1,19/03/06,Lille,Marseille,0,0,D,0,0,D,7.0,5.0,3.0,2.0,2,3,0,0
306,F1,19/03/06,Paris SG,Auxerre,4,1,H,2,0,H,11.0,7.0,6.0,4.0,2,0,0,0
307,F1,19/03/06,St Etienne,Strasbourg,0,2,A,0,0,D,9.0,11.0,6.0,9.0,0,1,0,0
308,F1,25/03/06,Ajaccio,Metz,0,1,A,0,0,D,15.0,9.0,3.0,3.0,0,1,0,0
309,F1,25/03/06,Auxerre,St Etienne,0,0,D,0,0,D,12.0,10.0,6.0,5.0,0,0,0,0
310,F1,25/03/06,Lens,Sochaux,2,1,H,2,0,H,11.0,2.0,4.0,1.0,2,2,0,0
311,F1,25/03/06,Lyon,Toulouse,1,1,D,0,1,A,44.0,10.0,12.0,2.0,1,2,0,0
312,F1,25/03/06,Marseille,Le Mans,1,1,D,1,1,D,15.0,9.0,8.0,3.0,2,4,0,0
313,F1,25/03/06,Nancy,Nantes,0,0,D,0,0,D,15.0,8.0,3.0,3.0,1,2,0,0
314,F1,25/03/06,Rennes,Troyes,2,0,H,1,0,H,11.0,6.0,3.0,1.0,0,0,0,0
315,F1,25/03/06,Strasbourg,Lille,2,2,D,1,1,D,11.0,9.0,5.0,4.0,0,2,0,0
316,F1,26/03/06,Bordeaux,Nice,1,0,H,1,0,H,6.0,7.0,2.0,5.0,3,1,0,0
317,F1,26/03/06,Monaco,Paris SG,1,1,D,0,1,A,14.0,6.0,7.0,4.0,2,2,0,0
318,F1,01/04/06,Lille,Auxerre,1,1,D,1,1,D,15.0,6.0,5.0,3.0,0,0,0,0
319,F1,01/04/06,Metz,Lens,0,1,A,0,1,A,11.0,14.0,3.0,4.0,4,1,0,1
320,F1,01/04/06,Nantes,Marseille,1,3,A,0,1,A,10.0,10.0,5.0,7.0,2,3,0,0
321,F1,01/04/06,Nice,Strasbourg,3,1,H,0,0,D,11.0,6.0,6.0,3.0,2,3,0,0
322,F1,01/04/06,Sochaux,Ajaccio,3,1,H,2,0,H,9.0,8.0,7.0,3.0,1,2,0,0
323,F1,01/04/06,St Etienne,Monaco,1,1,D,0,0,D,14.0,9.0,5.0,3.0,2,2,0,0
324,F1,01/04/06,Troyes,Lyon,0,1,A,0,0,D,10.0,12.0,4.0,4.0,1,3,0,0
325,F1,02/04/06,Le Mans,Nancy,0,0,D,0,0,D,18.0,11.0,8.0,4.0,0,1,0,0
326,F1,02/04/06,Paris SG,Bordeaux,3,1,H,3,1,H,12.0,2.0,3.0,2.0,1,3,0,0
327,F1,02/04/06,Toulouse,Rennes,0,1,A,0,0,D,9.0,11.0,5.0,8.0,0,2,0,0
328,F1,08/04/06,Ajaccio,Toulouse,1,0,H,0,0,D,16.0,7.0,8.0,3.0,0,0,0,0
329,F1,08/04/06,Bordeaux,St Etienne,0,0,D,0,0,D,13.0,9.0,2.0,3.0,0,0,0,0
330,F1,08/04/06,Lens,Paris SG,1,1,D,0,0,D,13.0,8.0,6.0,5.0,2,2,0,1
331,F1,08/04/06,Lyon,Nice,2,1,H,1,1,D,7.0,5.0,3.0,5.0,2,2,0,0
332,F1,08/04/06,Metz,Troyes,2,4,A,0,1,A,19.0,8.0,7.0,7.0,0,3,0,0
333,F1,08/04/06,Monaco,Marseille,1,0,H,1,0,H,16.0,11.0,6.0,5.0,2,2,0,0
334,F1,08/04/06,Nancy,Lille,0,0,D,0,0,D,13.0,12.0,7.0,3.0,1,1,0,0
335,F1,08/04/06,Strasbourg,Nantes,0,1,A,0,1,A,8.0,4.0,4.0,1.0,3,2,0,0
336,F1,09/04/06,Auxerre,Le Mans,0,0,D,0,0,D,11.0,8.0,4.0,3.0,3,2,0,0
337,F1,09/04/06,Rennes,Sochaux,2,1,H,1,1,D,13.0,9.0,5.0,3.0,3,3,0,1
338,F1,14/04/06,Toulouse,Metz,2,0,H,2,0,H,9.0,3.0,4.0,1.0,1,1,0,0
339,F1,15/04/06,Le Mans,Monaco,0,0,D,0,0,D,9.0,12.0,6.0,8.0,2,2,0,0
340,F1,15/04/06,Lille,Bordeaux,3,2,H,3,1,H,11.0,7.0,7.0,4.0,2,3,0,0
341,F1,15/04/06,Marseille,Nancy,6,0,H,2,0,H,14.0,9.0,7.0,1.0,0,1,0,0
342,F1,15/04/06,Nantes,Auxerre,3,2,H,1,0,H,16.0,12.0,5.0,3.0,0,0,0,0
343,F1,15/04/06,Sochaux,Strasbourg,1,1,D,0,0,D,9.0,9.0,6.0,5.0,0,1,0,0
344,F1,15/04/06,St Etienne,Lens,2,0,H,2,0,H,4.0,16.0,2.0,9.0,0,1,0,0
345,F1,15/04/06,Troyes,Ajaccio,3,0,H,2,0,H,11.0,11.0,4.0,4.0,1,4,0,1
346,F1,16/04/06,Nice,Rennes,2,1,H,1,1,D,13.0,7.0,3.0,3.0,0,2,0,0
347,F1,16/04/06,Paris SG,Lyon,0,1,A,0,1,A,7.0,13.0,2.0,11.0,4,3,0,0
348,F1,23/04/06,Monaco,Lyon,2,1,H,1,0,H,6.0,12.0,4.0,6.0,1,2,0,0
349,F1,23/04/06,Sochaux,Bordeaux,0,3,A,0,2,A,10.0,10.0,6.0,6.0,2,1,0,0
350,F1,29/04/06,Lens,Lille,4,2,H,3,0,H,8.0,7.0,5.0,2.0,1,2,1,1
351,F1,30/04/06,Ajaccio,Nice,0,3,A,0,2,A,11.0,12.0,7.0,9.0,1,2,1,0
352,F1,30/04/06,Bordeaux,Le Mans,2,2,D,1,1,D,14.0,7.0,6.0,4.0,3,1,0,0
353,F1,30/04/06,Lyon,St Etienne,4,0,H,2,0,H,15.0,6.0,11.0,2.0,0,3,0,0
354,F1,30/04/06,Metz,Sochaux,0,1,A,0,0,D,5.0,7.0,2.0,4.0,1,0,0,0
355,F1,30/04/06,Monaco,Nantes,1,1,D,0,1,A,9.0,4.0,3.0,1.0,3,2,0,0
356,F1,30/04/06,Strasbourg,Nancy,1,3,A,1,3,A,3.0,9.0,3.0,7.0,0,0,0,0
357,F1,30/04/06,Troyes,Toulouse,3,1,H,0,1,A,15.0,11.0,7.0,5.0,0,0,0,0
358,F1,03/05/06,Auxerre,Marseille,1,2,A,0,1,A,13.0,9.0,4.0,4.0,2,3,0,0
359,F1,03/05/06,Rennes,Paris SG,1,1,D,0,0,D,15.0,8.0,7.0,3.0,2,3,0,0
360,F1,06/05/06,Le Mans,Lens,0,0,D,0,0,D,5.0,8.0,2.0,2.0,1,0,0,0
361,F1,06/05/06,Lille,Lyon,4,0,H,1,0,H,18.0,11.0,13.0,0.0,1,0,0,0
362,F1,06/05/06,Marseille,Strasbourg,2,2,D,0,0,D,13.0,7.0,6.0,2.0,1,2,0,0
363,F1,06/05/06,Nancy,Auxerre,1,3,A,0,2,A,11.0,14.0,5.0,7.0,0,2,0,0
364,F1,06/05/06,Nantes,Bordeaux,0,1,A,0,0,D,,,,,4,2,0,0
365,F1,06/05/06,Nice,Metz,2,1,H,0,1,A,10.0,5.0,6.0,2.0,3,1,0,0
366,F1,06/05/06,Paris SG,Ajaccio,2,4,A,1,1,D,13.0,12.0,4.0,5.0,2,2,0,0
367,F1,06/05/06,Sochaux,Troyes,1,1,D,1,0,H,8.0,5.0,3.0,1.0,2,2,0,0
368,F1,06/05/06,St Etienne,Rennes,0,0,D,0,0,D,11.0,12.0,4.0,5.0,1,2,0,0
369,F1,06/05/06,Toulouse,Monaco,3,3,D,1,2,A,12.0,15.0,4.0,5.0,0,1,0,0
370,F1,13/05/06,Ajaccio,St Etienne,3,1,H,3,0,H,6.0,2.0,3.0,0.0,2,2,0,1
371,F1,13/05/06,Auxerre,Strasbourg,4,0,H,2,0,H,15.0,0.0,6.0,0.0,0,0,0,0
372,F1,13/05/06,Bordeaux,Marseille,1,1,D,0,0,D,14.0,19.0,5.0,8.0,2,3,0,1
373,F1,13/05/06,Lens,Nantes,3,1,H,2,1,H,18.0,5.0,9.0,1.0,1,4,0,0
374,F1,13/05/06,Lyon,Le Mans,8,1,H,5,1,H,14.0,11.0,10.0,5.0,0,1,0,0
375,F1,13/05/06,Metz,Paris SG,1,0,H,0,0,D,4.0,7.0,3.0,2.0,1,1,0,0
376,F1,13/05/06,Monaco,Nancy,2,2,D,0,1,A,13.0,6.0,5.0,3.0,1,3,0,0
377,F1,13/05/06,Rennes,Lille,2,2,D,1,0,H,6.0,14.0,5.0,8.0,1,2,0,0
378,F1,13/05/06,Toulouse,Sochaux,1,2,A,1,0,H,8.0,8.0,3.0,2.0,2,0,0,0
379,F1,13/05/06,Troyes,Nice,1,2,A,0,1,A,6.0,10.0,3.0,7.0,0,1,0,0
