,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
160,G1,27/02/2021,15:15,Apollon,OFI Crete,2,1,H,1,1,D,10,11,5,6,23,19,5,4,2,1,0,0
161,G1,27/02/2021,17:30,Asteras Tripolis,PAOK,2,1,H,1,0,H,6,10,3,6,9,11,2,2,1,1,0,0
162,G1,28/02/2021,13:00,Aris,Atromitos,3,0,H,1,0,H,13,4,4,1,16,11,5,2,2,2,0,0
163,G1,28/02/2021,15:15,Lamia,Giannina,0,0,D,0,0,D,3,5,2,2,30,24,4,1,3,2,0,0
164,G1,28/02/2021,15:15,Larisa,Panetolikos,1,0,H,1,0,H,4,2,1,1,23,14,6,2,3,2,0,0
165,G1,28/02/2021,17:30,Panathinaikos,AEK,1,1,D,0,0,D,4,7,3,4,20,16,4,3,4,2,0,0
166,G1,01/03/2021,17:30,Volos NFC,Olympiakos,1,2,A,1,1,D,3,8,2,5,20,15,1,4,4,2,0,0
167,G1,06/03/2021,13:00,OFI Crete,Larisa,2,3,A,1,1,D,8,8,4,5,19,24,5,1,2,3,1,0
168,G1,06/03/2021,15:15,Atromitos,Asteras Tripolis,1,1,D,1,0,H,5,9,3,6,17,18,1,2,2,4,0,1
169,G1,06/03/2021,17:30,Giannina,Panathinaikos,1,0,H,1,0,H,5,4,1,1,26,19,5,2,3,3,0,0
170,G1,07/03/2021,13:00,Olympiakos,Lamia,3,0,H,3,0,H,9,3,5,1,14,12,6,3,1,1,0,0
171,G1,07/03/2021,15:15,Panetolikos,Volos NFC,1,0,H,0,0,D,3,1,1,1,18,22,1,3,2,2,0,0
172,G1,07/03/2021,17:30,PAOK,Aris,2,2,D,0,1,A,10,6,6,3,11,20,7,3,3,2,0,0
173,G1,08/03/2021,17:30,AEK,Apollon,2,0,H,2,0,H,10,2,6,0,20,11,4,1,2,2,0,0
174,G1,10/03/2021,15:15,Lamia,Larisa,2,1,H,1,1,D,6,6,4,3,25,27,3,2,3,4,0,0
175,G1,14/03/2021,17:00,Apollon,Panetolikos,1,0,H,0,0,D,8,9,5,4,31,36,3,4,1,1,0,0
176,G1,14/03/2021,17:00,Aris,OFI Crete,1,0,H,1,0,H,8,3,4,0,18,21,7,1,2,0,0,0
