,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR
156,G1,10/02/2019,Atromitos,Levadeiakos,1.0,0.0,H,1,0,H,8.0,4.0,6.0,2.0,18.0,26.0,3.0,0.0,3.0,0.0,0.0,0.0
157,G1,10/02/2019,PAOK,Olympiakos,3.0,1.0,H,2,0,H,9.0,10.0,7.0,4.0,27.0,16.0,2.0,5.0,3.0,4.0,0.0,0.0
158,G1,11/02/2019,Asteras Tripolis,Aris,0.0,3.0,A,0,3,A,9.0,5.0,4.0,5.0,15.0,24.0,7.0,3.0,2.0,0.0,0.0,0.0
159,G1,11/02/2019,Panetolikos,Larisa,2.0,2.0,D,2,0,H,5.0,11.0,4.0,4.0,15.0,13.0,2.0,4.0,4.0,4.0,0.0,0.0
160,G1,16/02/2019,Giannina,Atromitos,0.0,2.0,A,0,1,A,12.0,9.0,7.0,3.0,12.0,15.0,5.0,2.0,2.0,3.0,0.0,0.0
161,G1,16/02/2019,Panathinaikos,Asteras Tripolis,1.0,0.0,H,1,0,H,12.0,7.0,6.0,3.0,17.0,23.0,0.0,2.0,2.0,3.0,0.0,0.0
162,G1,17/02/2019,Aris,Panionios,1.0,1.0,D,0,0,D,11.0,4.0,5.0,3.0,9.0,27.0,3.0,6.0,0.0,3.0,1.0,0.0
163,G1,17/02/2019,Larisa,Xanthi,1.0,1.0,D,1,1,D,12.0,4.0,5.0,2.0,25.0,30.0,5.0,2.0,3.0,4.0,0.0,0.0
164,G1,17/02/2019,Levadeiakos,Panetolikos,1.0,0.0,H,0,0,D,8.0,3.0,2.0,1.0,25.0,17.0,5.0,2.0,0.0,2.0,0.0,0.0
165,G1,17/02/2019,Olympiakos,AEK,4.0,1.0,H,0,1,A,8.0,6.0,4.0,4.0,18.0,25.0,3.0,2.0,2.0,2.0,0.0,0.0
166,G1,18/02/2019,Apollon,PAOK,1.0,5.0,A,0,3,A,7.0,15.0,1.0,10.0,9.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0
167,G1,18/02/2019,OFI Crete,Lamia,1.0,3.0,A,0,0,D,16.0,9.0,8.0,6.0,19.0,21.0,5.0,6.0,3.0,3.0,1.0,0.0
168,G1,23/02/2019,AEK,Apollon,2.0,1.0,H,1,1,D,13.0,7.0,6.0,4.0,24.0,26.0,7.0,5.0,2.0,3.0,0.0,0.0
169,G1,23/02/2019,Asteras Tripolis,Atromitos,1.0,1.0,D,1,0,H,5.0,6.0,1.0,2.0,16.0,18.0,8.0,6.0,1.0,2.0,0.0,0.0
170,G1,23/02/2019,Xanthi,Levadeiakos,0.0,1.0,A,0,0,D,5.0,5.0,2.0,4.0,20.0,16.0,2.0,3.0,3.0,2.0,0.0,0.0
171,G1,24/02/2019,Lamia,Larisa,2.0,1.0,H,1,1,D,11.0,7.0,5.0,2.0,15.0,25.0,3.0,2.0,2.0,4.0,0.0,0.0
172,G1,24/02/2019,Panionios,Panathinaikos,2.0,0.0,H,1,0,H,10.0,4.0,8.0,2.0,18.0,14.0,4.0,8.0,1.0,2.0,0.0,0.0
173,G1,24/02/2019,PAOK,Aris,1.0,1.0,D,1,0,H,4.0,6.0,1.0,1.0,23.0,19.0,4.0,4.0,3.0,3.0,0.0,0.0
174,G1,25/02/2019,Olympiakos,OFI Crete,5.0,1.0,H,3,0,H,13.0,4.0,9.0,2.0,12.0,17.0,10.0,2.0,2.0,5.0,0.0,0.0
175,G1,25/02/2019,Panetolikos,Giannina,1.0,0.0,H,0,0,D,5.0,10.0,5.0,7.0,11.0,21.0,5.0,5.0,0.0,3.0,0.0,0.0
176,G1,02/03/2019,Aris,AEK,2.0,0.0,H,1,0,H,9.0,6.0,9.0,0.0,19.0,17.0,3.0,1.0,2.0,4.0,0.0,0.0
177,G1,02/03/2019,Giannina,Xanthi,0.0,0.0,D,0,0,D,7.0,5.0,2.0,3.0,24.0,24.0,7.0,2.0,4.0,2.0,1.0,0.0
178,G1,03/03/2019,Asteras Tripolis,Panetolikos,3.0,0.0,H,2,0,H,11.0,11.0,5.0,5.0,16.0,12.0,4.0,4.0,0.0,2.0,1.0,0.0
179,G1,03/03/2019,Atromitos,Panionios,3.0,0.0,H,2,0,H,6.0,4.0,3.0,1.0,22.0,14.0,2.0,6.0,1.0,2.0,0.0,0.0
180,G1,03/03/2019,Levadeiakos,Lamia,1.0,1.0,D,1,1,D,4.0,4.0,2.0,2.0,16.0,25.0,7.0,5.0,3.0,4.0,0.0,0.0
181,G1,03/03/2019,OFI Crete,Larisa,0.0,0.0,D,0,0,D,7.0,2.0,4.0,0.0,21.0,20.0,11.0,2.0,2.0,3.0,0.0,0.0
182,G1,03/03/2019,Panathinaikos,PAOK,0.0,2.0,A,0,1,A,9.0,8.0,3.0,5.0,15.0,14.0,3.0,3.0,2.0,0.0,0.0,1.0
183,G1,04/03/2019,Apollon,Olympiakos,0.0,2.0,A,0,1,A,6.0,16.0,2.0,8.0,15.0,13.0,4.0,9.0,0.0,2.0,0.0,0.0
184,G1,09/03/2019,AEK,Panathinaikos,0.0,0.0,D,0,0,D,9.0,3.0,4.0,0.0,28.0,24.0,2.0,1.0,1.0,5.0,0.0,0.0
185,G1,09/03/2019,Xanthi,Asteras Tripolis,0.0,0.0,D,0,0,D,12.0,4.0,3.0,2.0,21.0,26.0,2.0,1.0,4.0,6.0,1.0,2.0
186,G1,10/03/2019,Apollon,OFI Crete,0.0,0.0,D,0,0,D,5.0,15.0,1.0,5.0,16.0,19.0,1.0,6.0,3.0,5.0,0.0,0.0
187,G1,10/03/2019,Lamia,Giannina,1.0,1.0,D,0,0,D,4.0,3.0,3.0,2.0,22.0,21.0,4.0,5.0,0.0,2.0,0.0,0.0
188,G1,10/03/2019,Larisa,Levadeiakos,2.0,0.0,H,0,0,D,10.0,4.0,4.0,1.0,24.0,25.0,3.0,5.0,4.0,4.0,0.0,1.0
189,G1,10/03/2019,Olympiakos,Aris,4.0,1.0,H,2,0,H,7.0,5.0,6.0,1.0,18.0,12.0,5.0,4.0,2.0,2.0,0.0,0.0
190,G1,10/03/2019,PAOK,Atromitos,3.0,0.0,H,2,0,H,7.0,6.0,4.0,0.0,17.0,11.0,6.0,7.0,1.0,4.0,0.0,1.0
191,G1,11/03/2019,Panetolikos,Panionios,5.0,0.0,H,3,0,H,13.0,9.0,6.0,5.0,23.0,11.0,2.0,4.0,1.0,2.0,0.0,1.0
192,G1,16/03/2019,Asteras Tripolis,Lamia,0.0,0.0,D,0,0,D,5.0,4.0,3.0,1.0,20.0,14.0,3.0,2.0,1.0,3.0,0.0,0.0
193,G1,16/03/2019,Giannina,Larisa,0.0,0.0,D,0,0,D,13.0,2.0,5.0,1.0,16.0,20.0,9.0,1.0,0.0,3.0,0.0,1.0
194,G1,16/03/2019,Panetolikos,PAOK,1.0,2.0,A,0,0,D,2.0,9.0,2.0,4.0,27.0,24.0,3.0,5.0,1.0,4.0,0.0,0.0
195,G1,17/03/2019,Atromitos,AEK,0.0,1.0,A,0,0,D,5.0,12.0,5.0,11.0,16.0,24.0,4.0,5.0,1.0,1.0,0.0,0.0
196,G1,17/03/2019,OFI Crete,Levadeiakos,2.0,0.0,H,1,0,H,16.0,3.0,7.0,1.0,13.0,22.0,8.0,1.0,5.0,3.0,1.0,0.0
197,G1,17/03/2019,Panathinaikos,Olympiakos,,,,0,3,A,,,,,,,,,,,,
198,G1,17/03/2019,Panionios,Xanthi,1.0,0.0,H,0,0,D,7.0,5.0,3.0,2.0,16.0,12.0,8.0,3.0,5.0,3.0,0.0,0.0
199,G1,18/03/2019,Aris,Apollon,5.0,0.0,H,1,0,H,16.0,1.0,9.0,0.0,16.0,14.0,6.0,1.0,1.0,1.0,0.0,0.0
200,G1,30/03/2019,Lamia,Panionios,1.0,0.0,H,1,0,H,11.0,3.0,6.0,0.0,19.0,28.0,8.0,9.0,2.0,6.0,0.0,0.0
201,G1,30/03/2019,Larisa,Asteras Tripolis,2.0,1.0,H,1,1,D,8.0,4.0,5.0,3.0,21.0,17.0,3.0,3.0,3.0,3.0,0.0,0.0
202,G1,30/03/2019,Levadeiakos,Giannina,0.0,2.0,A,0,0,D,11.0,8.0,4.0,4.0,12.0,17.0,6.0,6.0,0.0,3.0,0.0,1.0
203,G1,31/03/2019,AEK,Panetolikos,4.0,0.0,H,1,0,H,8.0,1.0,5.0,0.0,24.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0
204,G1,31/03/2019,Aris,OFI Crete,3.0,1.0,H,0,1,A,21.0,3.0,11.0,2.0,13.0,31.0,5.0,5.0,2.0,5.0,0.0,0.0
205,G1,31/03/2019,Olympiakos,Atromitos,2.0,1.0,H,0,1,A,9.0,9.0,4.0,5.0,12.0,16.0,6.0,1.0,1.0,1.0,0.0,0.0
206,G1,31/03/2019,Xanthi,PAOK,1.0,2.0,A,0,1,A,4.0,12.0,3.0,6.0,23.0,24.0,2.0,4.0,3.0,1.0,0.0,0.0
207,G1,01/04/2019,Apollon,Panathinaikos,1.0,3.0,A,0,1,A,3.0,12.0,1.0,5.0,19.0,27.0,1.0,8.0,4.0,2.0,1.0,0.0
208,G1,06/04/2019,OFI Crete,Giannina,1.0,0.0,H,1,0,H,12.0,2.0,6.0,1.0,14.0,18.0,6.0,4.0,3.0,5.0,0.0,0.0
209,G1,06/04/2019,Panathinaikos,Aris,2.0,0.0,H,0,0,D,10.0,10.0,6.0,0.0,21.0,19.0,3.0,3.0,4.0,2.0,0.0,0.0
210,G1,06/04/2019,Panionios,Larisa,1.0,0.0,H,1,0,H,6.0,11.0,2.0,8.0,19.0,19.0,4.0,5.0,2.0,3.0,0.0,0.0
211,G1,07/04/2019,Asteras Tripolis,Levadeiakos,0.0,0.0,D,0,0,D,12.0,4.0,7.0,1.0,18.0,21.0,11.0,2.0,6.0,3.0,0.0,0.0
212,G1,07/04/2019,Panetolikos,Olympiakos,0.0,5.0,A,0,1,A,4.0,19.0,2.0,13.0,11.0,19.0,1.0,3.0,2.0,0.0,0.0,0.0
213,G1,07/04/2019,PAOK,Lamia,3.0,0.0,H,1,0,H,11.0,4.0,5.0,0.0,24.0,16.0,2.0,3.0,2.0,4.0,0.0,0.0
214,G1,07/04/2019,Xanthi,AEK,1.0,3.0,A,1,0,H,5.0,12.0,3.0,10.0,9.0,19.0,3.0,7.0,3.0,4.0,0.0,0.0
215,G1,08/04/2019,Atromitos,Apollon,1.0,0.0,H,1,0,H,13.0,14.0,5.0,2.0,18.0,13.0,6.0,1.0,1.0,2.0,0.0,0.0
216,G1,14/04/2019,Apollon,Panetolikos,0.0,1.0,A,0,1,A,5.0,4.0,1.0,2.0,21.0,19.0,4.0,0.0,2.0,3.0,0.0,0.0
217,G1,14/04/2019,Aris,Atromitos,0.0,2.0,A,0,2,A,7.0,3.0,2.0,2.0,11.0,24.0,2.0,1.0,1.0,5.0,0.0,0.0
218,G1,14/04/2019,Giannina,Asteras Tripolis,0.0,0.0,D,0,0,D,6.0,5.0,3.0,2.0,15.0,16.0,8.0,4.0,3.0,3.0,0.0,0.0
219,G1,14/04/2019,Lamia,AEK,2.0,2.0,D,1,1,D,6.0,6.0,3.0,2.0,18.0,26.0,3.0,5.0,1.0,4.0,0.0,0.0
220,G1,14/04/2019,Larisa,PAOK,1.0,1.0,D,0,0,D,5.0,17.0,3.0,5.0,17.0,15.0,1.0,2.0,2.0,1.0,0.0,0.0
221,G1,14/04/2019,Levadeiakos,Panionios,1.0,2.0,A,1,1,D,7.0,11.0,4.0,8.0,19.0,16.0,5.0,9.0,4.0,0.0,0.0,0.0
222,G1,14/04/2019,Olympiakos,Xanthi,4.0,0.0,H,3,0,H,17.0,3.0,9.0,2.0,13.0,10.0,8.0,1.0,1.0,1.0,0.0,0.0
223,G1,14/04/2019,Panathinaikos,OFI Crete,1.0,3.0,A,1,0,H,6.0,9.0,2.0,6.0,20.0,17.0,2.0,6.0,2.0,3.0,0.0,1.0
224,G1,21/04/2019,AEK,Larisa,0.0,1.0,A,0,1,A,10.0,3.0,5.0,1.0,18.0,13.0,10.0,2.0,1.0,3.0,0.0,0.0
225,G1,21/04/2019,Atromitos,Panathinaikos,2.0,0.0,H,0,0,D,7.0,4.0,5.0,1.0,12.0,21.0,5.0,4.0,2.0,3.0,0.0,0.0
226,G1,21/04/2019,Lamia,Olympiakos,1.0,3.0,A,0,1,A,8.0,7.0,4.0,5.0,16.0,8.0,1.0,4.0,2.0,3.0,0.0,0.0
227,G1,21/04/2019,OFI Crete,Asteras Tripolis,1.0,1.0,D,1,0,H,3.0,4.0,2.0,2.0,13.0,14.0,4.0,1.0,3.0,6.0,0.0,0.0
228,G1,21/04/2019,Panetolikos,Aris,1.0,2.0,A,0,1,A,4.0,9.0,2.0,6.0,22.0,18.0,4.0,4.0,2.0,3.0,0.0,0.0
229,G1,21/04/2019,Panionios,Giannina,2.0,1.0,H,1,0,H,5.0,5.0,3.0,1.0,15.0,25.0,3.0,4.0,1.0,2.0,0.0,0.0
230,G1,21/04/2019,PAOK,Levadeiakos,5.0,0.0,H,2,0,H,16.0,2.0,9.0,1.0,8.0,18.0,12.0,3.0,0.0,0.0,0.0,0.0
231,G1,21/04/2019,Xanthi,Apollon,2.0,0.0,H,1,0,H,14.0,5.0,3.0,3.0,17.0,26.0,6.0,2.0,1.0,3.0,0.0,0.0
232,G1,04/05/2019,Apollon,Lamia,0.0,3.0,A,0,0,D,9.0,9.0,4.0,6.0,15.0,13.0,5.0,4.0,0.0,0.0,0.0,0.0
233,G1,05/05/2019,Aris,Xanthi,7.0,2.0,H,2,1,H,17.0,7.0,14.0,4.0,21.0,24.0,6.0,1.0,2.0,2.0,0.0,0.0
234,G1,05/05/2019,Asteras Tripolis,Panionios,3.0,0.0,H,1,0,H,14.0,9.0,10.0,6.0,13.0,13.0,6.0,4.0,1.0,3.0,0.0,0.0
235,G1,05/05/2019,Atromitos,OFI Crete,0.0,2.0,A,0,1,A,7.0,5.0,2.0,4.0,24.0,22.0,7.0,3.0,3.0,3.0,0.0,0.0
236,G1,05/05/2019,Giannina,PAOK,0.0,2.0,A,0,0,D,7.0,11.0,3.0,8.0,24.0,11.0,5.0,3.0,6.0,3.0,0.0,0.0
237,G1,05/05/2019,Larisa,Olympiakos,0.0,3.0,A,0,1,A,5.0,11.0,1.0,8.0,15.0,18.0,4.0,0.0,2.0,2.0,0.0,0.0
238,G1,05/05/2019,Levadeiakos,AEK,0.0,3.0,A,0,1,A,3.0,13.0,1.0,7.0,19.0,18.0,0.0,5.0,1.0,1.0,1.0,0.0
239,G1,05/05/2019,Panathinaikos,Panetolikos,4.0,0.0,H,3,0,H,8.0,5.0,6.0,4.0,20.0,15.0,3.0,4.0,1.0,1.0,0.0,0.0
